Path,Top,Top2,Kind,Bytes
uxm dosyalari/uxm_stage_runner_package/UXM_STAGE12_ISLEM_SIRASI_VE_DOSYA_RAPORU.md,uxm dosyalari,uxm dosyalari/uxm_stage_runner_package,doc_or_log,8362
uxm dosyalari/uxm_stage_runner_package/UXM_STAGE_ORCHESTRATOR_V2.py,uxm dosyalari,uxm dosyalari/uxm_stage_runner_package,python_tool,29007
uxm dosyalari/uxm_stage_runner_package/UXM_STAGE_RUNNER.py,uxm dosyalari,uxm dosyalari/uxm_stage_runner_package,python_tool,39553
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/copilot_emirleri/COPILOT_TEK_EMIR_V3.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,4792
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/SPRINT_1_E_ERR_STANDARTLASMA_PLANI.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,3176
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/adresleme_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1613
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/dosya_haritasi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,29184
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/duplicate_authority_selection.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1698
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/duplicate_hash_diffs.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/extension_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,846
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/four_hat_parity.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,897
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/four_hat_parity_full.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,32283
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/gitmv_esitleme_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2070
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/high_service_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5777
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/komut_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3543
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/meta_servis_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,44578
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/pragma_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2180
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/test_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,4366
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/UXM_KOD_BELGE_MATRIS_RAPORU.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,9909
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/UXM_V31_Kod_Belge_Izleme_Matrisi.xlsx,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,xlsx,56212
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/uxm31_matrix_out/UXM_V31_tests_meta_50_120_expect_report.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2636
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_Copilot_Siki_Turkce_Talimat.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,963
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/dashboard.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,562
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/deletion_audit.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,107
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/doc_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,18667
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/duplicate_authority_selection.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1698
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/duplicate_files.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5088
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/duplicate_hash_diffs.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/feature_checks.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5288
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/four_hat_parity.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,897
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/four_hat_parity_full.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,32283
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/gitmv_esitleme_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2070
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/git_history.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,8136
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/high_service_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5777
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/matrix_file_issues.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/move_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3625
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/plan_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1714
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/sprint1_check.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,564
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/test_inventory.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1314
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_CSV_Matris_Paketi/tracking_files.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1315
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_Guncellenmis_Plan_ve_Manifest.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,5925
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/calisilan_pkg/UXM_V31_Guncel_Kod_Gercekligi_Matrisleri.xlsx,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,xlsx,41591
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/SPRINT_1_E_ERR_STANDARTLASMA_PLANI.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,3176
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/adresleme_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1613
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/dosya_haritasi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,29184
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/duplicate_authority_selection.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1698
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/duplicate_hash_diffs.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/extension_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,846
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/four_hat_parity.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,897
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/four_hat_parity_full.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,32283
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/gitmv_esitleme_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2070
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/high_service_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5777
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/komut_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3543
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/meta_servis_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,44578
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/pragma_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2180
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/test_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,4366
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/UXM_KOD_BELGE_MATRIS_RAPORU.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,9909
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/UXM_V31_Kod_Belge_Izleme_Matrisi.xlsx,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,xlsx,56212
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/uxm31_matrix_out/UXM_V31_tests_meta_50_120_expect_report.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2636
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_Copilot_Siki_Turkce_Talimat.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,963
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/dashboard.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,562
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/deletion_audit.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,107
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/doc_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,18667
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/duplicate_authority_selection.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1698
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/duplicate_files.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5088
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/duplicate_hash_diffs.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/feature_checks.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5288
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/four_hat_parity.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,897
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/four_hat_parity_full.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,32283
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/gitmv_esitleme_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2070
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/git_history.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,8136
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/high_service_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,5777
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/matrix_file_issues.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,923
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/move_manifest.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3625
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/plan_gaps.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1714
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/sprint1_check.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,564
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/test_inventory.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1314
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_CSV_Matris_Paketi/tracking_files.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1315
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_Guncellenmis_Plan_ve_Manifest.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,5925
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/girdi_matris_kopyalari/uploaded_pkg3/UXM_V31_Guncel_Kod_Gercekligi_Matrisleri.xlsx,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,xlsx,41591
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/kanitlar/dashboard_v3.json,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,other,565
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/kanitlar/fbc_final_err.txt,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,1917
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/kanitlar/final_compile_err.txt,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,2635
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/kanitlar/git_log_oneline_20.txt,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,1454
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/kanitlar/git_status_short.txt,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,8387
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/01_kod_saglik_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,18424
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/02_benzer_isimli_dosya_ayristirma.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,7304
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/03_kanonik_dosya_secim_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3597
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/04_yeni_klasor_sistemi_v3.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,4378
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/05_klasor_temizleme_gitmv_manifesti.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,3540
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/06_buyuk_kod_parcalama_plani.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1953
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/07_ozellik_aktarim_ve_baglanti_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,2149
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/08_dort_hat_kanonik_baglanti_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1110
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/09_test_klasor_konsolidasyon_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,821
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/10_mevcut_matrisler_v3_izleme_plani.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,21877
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/11_build_artifact_ayirma_politikasi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,753
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/12_commit_push_politikasi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,708
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/13_v2_gecerlilik_ve_v3_duzeltme_matrisi.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,867
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/matrisler/14_copilot_calisma_kurallari_v3.csv,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,csv,1053
uxm dosyalari/uxm_v31_v3_plan/UXM_V31_Kanonik_Kod_Temizlik_Parcalama_Plani_V3/mimari/KANONIK_UXM_MIMARISI_V3.md,uxm dosyalari,uxm dosyalari/uxm_v31_v3_plan,doc_or_log,1634
